hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
7.766702365015556,4,4,3,2.0,3.0,3.0,41,Travel_Rarely,Sales,1,4,Life Sciences,1,1996,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8
6.933309906291667,16,3,3,3.0,4.0,,51,Travel_Rarely,Sales,6,2,Life Sciences,1,1471,Female,1,Healthcare Representative,Married,131160,1.0,Y,11,8,0,1.0,6,1,0,0
7.788277554663056,6,3,3,1.0,3.0,3.0,48,Travel_Rarely,Human Resources,2,4,Medical,1,478,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2
6.684124274877222,18,4,3,2.0,4.0,3.0,42,Travel_Rarely,Sales,21,2,Life Sciences,1,2037,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0
6.938592146363056,12,3,4,4.0,2.0,3.0,46,Travel_Rarely,Research & Development,8,4,Other,1,612,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3
6.46844042838,9,3,3,3.0,1.0,3.0,30,Non-Travel,Research & Development,2,4,Life Sciences,1,3106,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8
6.7336758143683335,17,3,3,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2517,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7
10.641073181615278,2,2,3,1.0,4.0,2.0,28,Travel_Rarely,Research & Development,9,4,Medical,1,66,Male,1,Sales Executive,Married,56730,5.0,Y,14,8,1,5.0,4,3,2,2
5.882338241856111,13,3,4,4.0,3.0,3.0,40,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1399,Female,2,Sales Executive,Married,70050,1.0,Y,20,8,2,21.0,2,20,9,9
8.271538375725,10,3,3,2.0,4.0,3.0,60,Travel_Rarely,Sales,2,2,Life Sciences,1,622,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9
6.772146363230555,4,2,3,4.0,4.0,3.0,39,Travel_Rarely,Research & Development,1,3,Other,1,397,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4
6.705311244979722,22,2,3,3.0,4.0,2.0,35,Travel_Rarely,Sales,6,3,Marketing,1,2347,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1
7.839794734493333,4,3,3,4.0,2.0,4.0,46,Travel_Rarely,Research & Development,10,3,Medical,1,1041,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7
6.632546854082777,19,2,3,4.0,4.0,3.0,35,Travel_Rarely,Research & Development,1,4,Other,1,2186,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0
6.464262605979444,22,3,3,1.0,4.0,3.0,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1784,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0
8.66107429718861,17,1,3,1.0,3.0,3.0,48,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1263,Female,1,Sales Executive,Single,45910,9.0,Y,16,8,0,23.0,6,1,0,0
6.937077197679445,13,3,3,3.0,2.0,1.0,36,Travel_Rarely,Research & Development,13,3,Technical Degree,1,2568,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3
9.959563810798612,8,3,3,4.0,3.0,3.0,34,Travel_Rarely,Human Resources,2,3,Human Resources,1,2297,Male,2,Manufacturing Director,Married,28180,1.0,Y,13,8,1,10.0,2,10,8,6
5.862257920571111,21,3,3,3.0,3.0,3.0,42,Non-Travel,Research & Development,1,1,Technical Degree,1,1410,Male,2,Sales Executive,Divorced,78790,2.0,Y,11,8,1,11.0,2,5,0,2
6.655082552431945,8,1,3,2.0,3.0,2.0,24,Travel_Rarely,Research & Development,5,4,Other,1,1150,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2
9.706025211958888,10,3,3,3.0,3.0,4.0,47,Travel_Frequently,Research & Development,7,4,Life Sciences,1,1920,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7
6.815533244087222,6,1,3,1.0,4.0,3.0,27,Travel_Rarely,Sales,9,3,Marketing,1,3195,Male,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,4,1,1
5.6584482373938885,17,3,3,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3444,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0
8.691863007585834,3,3,3,4.0,4.0,2.0,40,Travel_Rarely,Sales,9,3,Marketing,1,1766,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3
6.453415885765278,6,4,3,3.0,3.0,4.0,28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,531,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7
5.684637438643334,18,3,4,4.0,3.0,2.0,30,Travel_Rarely,Sales,1,2,Technical Degree,1,2262,Male,1,Laboratory Technician,Married,25060,8.0,Y,22,8,0,4.0,3,2,2,2
9.596241633199444,15,3,3,1.0,2.0,3.0,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,541,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2
7.228639000446111,19,3,3,2.0,3.0,3.0,45,Travel_Frequently,Research & Development,8,4,Life Sciences,1,4045,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3
6.9901952253455555,20,3,3,3.0,1.0,2.0,28,Travel_Frequently,Sales,1,3,Marketing,1,3751,Male,2,Laboratory Technician,Single,17060,7.0,Y,12,8,0,8.0,3,0,0,0
6.979201249441944,8,3,3,2.0,4.0,2.0,31,Travel_Rarely,Research & Development,8,1,Technical Degree,1,2986,Male,1,Manufacturing Director,Married,29360,4.0,Y,12,8,1,10.0,2,8,7,7
10.128761713520555,9,3,3,2.0,1.0,3.0,45,Travel_Rarely,Sales,10,2,Marketing,1,2247,Male,1,Sales Executive,Divorced,38330,2.0,Y,14,8,0,24.0,1,7,0,7
7.6081648817491665,6,3,3,1.0,2.0,1.0,29,Travel_Frequently,Research & Development,28,3,Medical,1,800,Female,5,Research Scientist,Single,44340,,Y,17,8,3,7.0,1,5,0,0
5.841193663543056,19,4,3,3.0,4.0,3.0,29,Travel_Rarely,Research & Development,8,3,Medical,1,551,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7
7.216710174029444,16,2,3,2.0,1.0,3.0,26,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2
9.960273315483889,10,3,4,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2
6.5216834002675,14,3,3,3.0,3.0,3.0,38,Travel_Frequently,Sales,9,3,Marketing,1,3790,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2
6.878472780008889,6,4,4,3.0,2.0,3.0,38,Travel_Rarely,Sales,14,2,Marketing,1,3802,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7
6.906858545292223,7,2,3,2.0,4.0,2.0,45,Travel_Rarely,Research & Development,3,3,Medical,1,1089,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8
6.612196564033889,18,3,3,4.0,1.0,4.0,35,Non-Travel,Research & Development,5,1,Medical,1,3240,Male,1,Healthcare Representative,Divorced,51630,2.0,Y,18,8,2,16.0,4,1,0,0
5.798940205265278,20,3,4,2.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,4,Medical,1,798,Female,2,Sales Representative,Divorced,68770,7.0,Y,20,8,0,16.0,3,14,6,9
5.934716644355,14,3,3,4.0,2.0,2.0,44,Travel_Rarely,Sales,24,5,Medical,1,3300,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3
6.948871039714167,8,3,4,4.0,4.0,3.0,26,Non-Travel,Research & Development,18,2,Medical,1,3889,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7
7.697816822846667,9,3,3,4.0,4.0,4.0,35,Travel_Frequently,Research & Development,3,3,Medical,1,591,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2
6.000273315483889,16,3,3,4.0,4.0,3.0,33,Travel_Rarely,Sales,23,4,Marketing,1,533,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2
7.528402498884167,5,4,4,4.0,4.0,2.0,50,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2916,Male,2,Sales Executive,Divorced,62940,3.0,Y,23,8,1,32.0,2,7,0,6
6.407661758143611,7,3,3,4.0,2.0,2.0,31,Travel_Frequently,Research & Development,9,4,Medical,1,2975,Male,1,Sales Executive,Divorced,46840,1.0,Y,16,8,1,2.0,4,2,2,2
7.641905399375278,5,4,3,4.0,4.0,2.0,32,Travel_Rarely,Research & Development,5,3,Medical,1,2893,Male,1,Healthcare Representative,Married,34770,1.0,Y,11,8,0,14.0,2,14,9,8
5.604908522980556,17,3,3,2.0,3.0,3.0,45,Non-Travel,Research & Development,1,3,Medical,1,548,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12
6.927584783578611,12,3,3,3.0,1.0,3.0,19,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2066,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0
6.2590751896472225,20,3,3,2.0,2.0,3.0,29,Travel_Rarely,Sales,4,3,Marketing,1,992,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2
6.352630522088333,12,3,3,4.0,3.0,3.0,39,Travel_Rarely,Research & Development,12,5,Medical,1,3209,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10
6.885291164658611,17,3,4,4.0,2.0,3.0,38,Travel_Rarely,Research & Development,7,4,Medical,1,554,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0
6.859569388665555,11,4,3,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3662,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7
10.699948683623333,4,3,3,4.0,3.0,1.0,38,Travel_Rarely,Sales,10,3,Medical,1,1772,Male,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,0,1
7.050216421240278,21,2,3,3.0,4.0,3.0,28,Non-Travel,Research & Development,7,3,Life Sciences,1,4006,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2
6.870745203034167,14,2,3,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,2487,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7
8.775866800535278,7,2,3,2.0,4.0,3.0,24,Travel_Rarely,Sales,1,3,Marketing,1,3157,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4
9.369184515841111,6,3,3,4.0,3.0,4.0,38,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2374,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2
10.186752565818612,16,2,3,4.0,3.0,2.0,31,Travel_Rarely,Research & Development,15,2,Life Sciences,1,2198,Male,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,10,6,7
8.147132976349722,7,2,3,4.0,4.0,3.0,40,Non-Travel,Research & Development,7,3,Medical,1,841,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2
6.822862561356389,20,3,3,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,1,3,Medical,1,3128,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7
7.0600211958944445,6,1,3,2.0,3.0,3.0,27,Travel_Rarely,Sales,10,4,Life Sciences,1,2382,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2
7.088198348951111,14,3,3,4.0,4.0,2.0,32,Travel_Rarely,Sales,4,3,Marketing,1,2239,Male,1,Research Scientist,Married,53260,4.0,Y,14,8,1,7.0,2,4,0,3
7.629529228023055,3,3,3,2.0,2.0,3.0,34,Travel_Rarely,Research & Development,12,2,Technical Degree,1,414,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0
7.683028781793611,4,1,3,1.0,4.0,3.0,32,Travel_Frequently,Sales,4,4,Life Sciences,1,1771,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7
6.949890673806111,15,2,4,4.0,4.0,2.0,50,Travel_Rarely,Sales,10,1,Life Sciences,1,1927,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3
5.915160642570278,19,4,3,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,2,5,Technical Degree,1,3232,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3
8.748737170905834,5,3,3,4.0,3.0,2.0,37,Travel_Rarely,Sales,9,4,Marketing,1,3169,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0
7.258120258812777,20,3,4,3.0,1.0,3.0,34,Travel_Rarely,Sales,9,2,Medical,1,2799,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8
7.363987059348333,17,3,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,20,4,Life Sciences,1,1294,Female,3,Human Resources,Single,40690,1.0,Y,13,8,0,6.0,5,6,0,4
6.820216421240278,19,3,3,4.0,3.0,3.0,34,Travel_Rarely,Sales,1,3,Medical,1,1189,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7
8.722841365461667,7,2,3,3.0,2.0,3.0,33,Travel_Frequently,Sales,1,3,Marketing,1,1928,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2
6.164328424810278,23,4,3,2.0,2.0,3.0,40,Travel_Frequently,Sales,9,3,Medical,1,609,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0
6.863467202141667,7,3,3,3.0,3.0,3.0,39,Travel_Frequently,Research & Development,12,1,Medical,1,192,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7
8.436279562695,14,3,3,4.0,4.0,3.0,27,Travel_Frequently,Sales,4,3,Technical Degree,1,1734,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4
7.762304774654167,7,2,3,1.0,1.0,3.0,33,Travel_Rarely,Research & Development,23,5,Life Sciences,1,334,Male,1,Human Resources,Single,86390,5.0,Y,16,8,2,6.0,3,3,0,2
8.154288264167779,4,1,3,1.0,1.0,2.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2468,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0
9.318259705488611,10,3,3,4.0,3.0,3.0,24,Travel_Rarely,Research & Development,5,1,Other,1,3708,Male,1,Manufacturing Director,Married,43350,1.0,Y,15,8,1,5.0,5,5,0,3
5.849622936189166,6,2,3,3.0,3.0,3.0,31,Non-Travel,Sales,4,1,Medical,1,1437,Female,3,Research Scientist,Married,96100,0.0,Y,11,8,1,6.0,2,5,1,4
8.264600624720833,15,3,3,1.0,3.0,2.0,45,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2067,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2
6.450876840696111,17,3,4,1.0,3.0,1.0,28,Travel_Rarely,Research & Development,11,2,Medical,1,7,Male,2,Sales Executive,Single,58130,2.0,Y,20,8,1,5.0,2,0,0,0
6.733554216867223,22,2,4,3.0,4.0,4.0,32,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3758,Female,3,Laboratory Technician,Single,44030,2.0,Y,20,8,0,10.0,3,5,0,0
6.098596608656667,8,2,3,1.0,2.0,3.0,22,Travel_Rarely,Research & Development,16,5,Other,1,3066,Male,1,Research Scientist,Married,29910,1.0,Y,19,8,2,2.0,3,2,1,2
7.645087014725555,8,3,3,4.0,3.0,3.0,33,Travel_Frequently,Research & Development,2,4,Medical,1,1141,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8
8.462916108879723,9,3,4,2.0,4.0,2.0,44,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2353,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10
6.085662650602222,11,3,3,2.0,3.0,2.0,33,Travel_Rarely,Sales,1,3,Life Sciences,1,2576,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9
7.0311278447119445,13,3,4,4.0,4.0,2.0,34,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2171,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6
7.539396474787778,18,3,3,1.0,4.0,3.0,32,Travel_Rarely,Research & Development,21,3,Other,1,4213,Male,2,Sales Executive,Married,23620,1.0,Y,11,8,0,9.0,2,9,7,8
6.900842257920556,6,2,3,3.0,2.0,3.0,32,Non-Travel,Sales,18,3,Marketing,1,3365,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2
7.997580321285,6,2,4,4.0,3.0,3.0,52,Travel_Rarely,Research & Development,26,2,Life Sciences,1,149,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4
7.457332663989167,20,3,3,1.0,4.0,3.0,32,Travel_Rarely,Research & Development,21,3,Other,1,1273,Male,2,Sales Executive,Married,23620,1.0,Y,11,8,0,9.0,2,9,7,8
7.336194779116389,5,2,3,4.0,1.0,4.0,42,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3
6.025345827755277,22,2,3,3.0,3.0,3.0,31,Travel_Frequently,Research & Development,2,1,Life Sciences,1,68,Female,1,Manager,Married,97130,1.0,Y,17,8,0,10.0,5,10,8,9
7.095702811244722,17,2,3,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,6,3,Medical,1,3914,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9
7.348496207050278,21,3,3,4.0,1.0,2.0,23,Travel_Frequently,Research & Development,2,4,Life Sciences,1,1181,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0
7.299027219990833,16,1,3,3.0,1.0,2.0,44,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3605,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13
10.338162650602222,11,3,3,3.0,2.0,2.0,46,Travel_Rarely,Research & Development,8,3,Life Sciences,1,2946,Female,4,Research Director,Married,40710,3.0,Y,13,8,0,28.0,5,7,7,7
6.832543507362778,9,1,3,1.0,2.0,3.0,36,Non-Travel,Research & Development,1,3,Life Sciences,1,2596,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2
9.344075189647223,17,3,3,2.0,3.0,3.0,47,Travel_Frequently,Research & Development,4,3,Life Sciences,1,3249,Male,1,Research Director,Single,27740,4.0,Y,13,8,1,8.0,2,5,1,3
9.5693652387325,15,3,3,4.0,3.0,1.0,32,Travel_Rarely,Sales,23,1,Life Sciences,1,2922,Male,3,Healthcare Representative,Single,24680,0.0,Y,11,8,0,4.0,2,3,1,2
6.403115796519167,7,3,3,4.0,2.0,2.0,32,Travel_Rarely,Research & Development,5,4,Technical Degree,1,2403,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6
6.446215975011111,13,4,4,1.0,3.0,2.0,31,Travel_Rarely,Sales,25,2,Life Sciences,1,1103,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2
7.651898705934722,7,4,3,3.0,3.0,3.0,26,Travel_Rarely,Research & Development,17,4,Life Sciences,1,4287,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7
6.227095046853889,6,2,3,4.0,4.0,3.0,33,Travel_Rarely,Research & Development,7,3,Medical,1,3872,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4
8.2239982150825,20,1,3,4.0,1.0,4.0,45,Travel_Rarely,Human Resources,14,3,Human Resources,1,2760,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0
5.911448014279166,17,3,3,2.0,4.0,3.0,32,Travel_Rarely,Research & Development,3,2,Life Sciences,1,882,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2
6.522910531012778,14,2,3,3.0,4.0,3.0,45,Travel_Rarely,Research & Development,18,1,Life Sciences,1,1457,Female,2,Sales Representative,Married,58110,0.0,Y,14,8,0,25.0,4,24,1,7
7.341112226684444,18,4,3,3.0,2.0,3.0,35,Travel_Rarely,Sales,16,2,Technical Degree,1,3027,Male,3,Manager,Single,25440,0.0,Y,13,8,1,17.0,3,16,0,13
6.237834672021389,14,4,4,1.0,2.0,3.0,45,Travel_Rarely,Research & Development,4,3,Medical,1,3782,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7
7.3506749219097225,8,3,3,1.0,3.0,1.0,21,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2
5.6632251227130554,20,3,3,4.0,1.0,2.0,26,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3256,Male,2,Laboratory Technician,Single,26130,6.0,Y,19,8,1,6.0,2,4,1,2
5.810454038375555,19,3,3,3.0,1.0,,41,Travel_Rarely,Research & Development,5,3,Medical,1,2479,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4
6.728833110218611,16,4,3,1.0,4.0,3.0,51,Travel_Frequently,Research & Development,6,3,Life Sciences,1,4289,Female,1,Manager,Single,15690,2.0,Y,11,8,0,18.0,2,4,0,3
6.135339134315,10,3,3,3.0,3.0,3.0,42,Non-Travel,Research & Development,1,1,Technical Degree,1,2880,Male,2,Sales Executive,Divorced,78790,2.0,Y,11,8,1,11.0,2,5,0,2
6.362724230254167,13,3,4,3.0,2.0,3.0,49,Travel_Frequently,Sales,1,4,Life Sciences,1,1214,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7
7.631972333779444,11,3,3,2.0,4.0,3.0,36,Travel_Frequently,Human Resources,7,3,Medical,1,1330,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8
6.703101294065,11,3,3,2.0,2.0,1.0,32,Travel_Frequently,Research & Development,17,4,Other,1,2943,Male,4,Sales Executive,Married,193280,1.0,Y,15,8,3,5.0,2,5,0,3
5.788009817045833,20,1,4,1.0,4.0,3.0,42,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1561,Male,1,Manager,Single,10910,2.0,Y,22,8,0,16.0,0,1,0,0
8.432185408299722,13,1,3,4.0,1.0,4.0,45,Travel_Rarely,Human Resources,14,3,Human Resources,1,1290,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0
7.731887550200556,5,3,4,4.0,4.0,4.0,18,Non-Travel,Research & Development,1,4,Medical,1,715,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0
6.2492090584558335,6,2,3,3.0,4.0,3.0,55,Travel_Rarely,Research & Development,11,1,Medical,1,3799,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13
10.547551316376389,10,3,3,4.0,1.0,3.0,46,Travel_Rarely,Sales,12,3,Marketing,1,521,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7
5.738057786702222,18,4,3,3.0,1.0,3.0,29,Travel_Rarely,Research & Development,1,3,Medical,1,3773,Female,1,Manager,Married,23140,3.0,Y,13,8,0,9.0,5,7,0,7
5.764557117358056,9,2,4,4.0,3.0,3.0,32,Non-Travel,Research & Development,7,2,Life Sciences,1,3152,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2
8.842869254796945,8,3,3,4.0,3.0,2.0,35,Travel_Frequently,Research & Development,1,2,Medical,1,724,Male,1,Manufacturing Director,Married,67960,0.0,Y,13,8,0,5.0,2,4,3,2
8.849162204372778,14,3,3,2.0,3.0,3.0,29,Travel_Rarely,Sales,3,3,Marketing,1,3328,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2
7.947584783578611,16,2,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,10,4,Life Sciences,1,4367,Female,2,Research Scientist,Single,55620,5.0,Y,13,8,0,8.0,3,5,0,4
9.285539937527778,3,3,3,1.0,2.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,2224,Male,2,Sales Executive,Single,53090,3.0,Y,13,8,0,15.0,5,5,0,1
7.034967648371111,22,3,3,2.0,,3.0,41,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1679,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8
5.914865015617778,5,3,3,4.0,3.0,3.0,36,Travel_Rarely,Sales,15,2,Life Sciences,1,3060,Male,1,Sales Executive,Married,96790,4.0,Y,12,8,0,6.0,1,2,2,2
6.016653279785555,22,3,3,3.0,3.0,3.0,54,Travel_Rarely,Sales,23,3,Medical,1,3411,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8
7.7661345381525,16,2,3,3.0,1.0,3.0,56,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4328,Male,4,Manager,Divorced,25870,4.0,Y,12,8,0,19.0,2,2,2,2
7.472212182061389,5,1,3,4.0,4.0,3.0,44,Travel_Rarely,Research & Development,3,4,Medical,1,2088,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17
7.340033467201945,6,3,4,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,1,4,Life Sciences,1,586,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7
8.452941767068056,10,3,4,4.0,3.0,4.0,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2463,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2
6.571873047746389,12,3,3,1.0,3.0,3.0,40,Travel_Frequently,Sales,9,3,Marketing,1,3284,Male,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,1,0,0
5.858063364569166,5,2,3,3.0,4.0,3.0,40,Travel_Rarely,Sales,4,3,Medical,1,702,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8
